X0,Y0,Y1
0.000000,19.7775,6.2299
0.025253,23.2601,6.8064
0.050506,27.3174,8.3639
0.075759,29.3807,11.2136
0.101012,26.4109,14.9116
0.126265,21.4311,18.5015
0.151518,17.4947,20.2612
0.176771,16.3279,20.2464
0.202024,17.6652,17.2691
0.227277,21.5818,11.7784
0.252530,27.1798,7.2146
0.277783,29.2828,4.7082
0.303036,26.0804,3.7370
0.328289,21.5476,3.8562
